id,listing_url,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,    price    ,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
364637,https://www.airbnb.com/rooms/364637,TaoApartments - Casa Vittoria with Terrace,18586136,https://www.airbnb.com/users/show/18586136,Lorenzo,7/21/2014,"Taormina, Italy",within an hour,90%,100%,t,12,14,t,Taormina,37.85344,15.28781,Entire rental unit,Entire home/apt,5,2,2,3,300,2,60,5,13,37,201,159,35,3,5/17/2012,9/25/2025,4.98,4.96,4.99,4.97,4.99,4.99,4.94,IT083097B4A9RVTH6E,t,0.98
366180,https://www.airbnb.com/rooms/366180,"B&B MaisonDecó  ""Casa d'Arte"" Catania centro",1848832,https://www.airbnb.com/users/show/1848832,Claudia,3/3/2012,"Catania, Italy",within an hour,100%,95%,f,1,3,t,Catania,37.51341,15.08542,Private room in bed and breakfast,Private room,4,1,5,3,34,2,30,17,47,76,351,30,11,3,4/22/2016,9/27/2025,4.8,4.67,4.73,4.8,4.77,4.9,4.83,IT087015C1BTY8ME89,f,0.26
366286,https://www.airbnb.com/rooms/366286,Villa Ancora,1849310,https://www.airbnb.com/users/show/1849310,Tatiana E Gaspare,3/3/2012,"San Vito Lo Capo, Italy",within an hour,100%,69%,t,2,3,t,San Vito Lo Capo,38.17328,12.74873,Private room in bed and breakfast,Private room,2,1,1,1,62,2,30,9,13,13,102,151,30,3,5/31/2012,9/14/2025,4.85,4.86,4.89,4.89,4.8,4.71,4.72,IT081020C1KXOU283Y,f,0.93
58723,https://www.airbnb.com/rooms/58723,"Dedalo, 20 m from the beach",278397,https://www.airbnb.com/users/show/278397,Pomelia,11/4/2010,"Marina di Ragusa, Italy",within an hour,100%,100%,t,64,73,t,Ragusa,36.78297,14.55376,Entire rental unit,Entire home/apt,6,2,3,4,140,4,1125,5,31,61,208,7,0,0,4/7/2013,10/6/2023,4.86,4.57,4.71,4.86,5,5,4.86,IT088009B4BVCVH2J2,t,0.05
60916,https://www.airbnb.com/rooms/60916,Antiche Dimore di Sicilia,292253,https://www.airbnb.com/users/show/292253,Salvatore,11/19/2010,,N/A,N/A,67%,t,1,4,t,Palermo,38.11463,13.3602,Entire condo,Entire home/apt,2,1,1,2,81,32,180,28,58,88,178,85,6,0,3/8/2011,11/14/2024,4.88,4.88,4.96,4.96,4.96,4.92,4.82,,f,0.48
67134,https://www.airbnb.com/rooms/67134,[Taormina ] Sicily  apartment ground floor,330536,https://www.airbnb.com/users/show/330536,Adriana,12/30/2010,"Acireale, Italy",within an hour,100%,100%,f,5,5,t,Acireale,37.65242,15.1936,Entire rental unit,Entire home/apt,5,1,1,4,75,4,730,21,46,76,351,16,6,0,7/14/2011,7/2/2025,4.69,4.69,4.88,4.88,4.88,4.56,4.69,IT087004C2I9VQC4MP,t,0.09
367082,https://www.airbnb.com/rooms/367082,A Cottage in Sicily,1853296,https://www.airbnb.com/users/show/1853296,Enrica&Jonas,3/4/2012,"Frankfurt, Germany",N/A,N/A,N/A,f,1,1,f,Forza d'Agr,37.91786,15.33173,Entire vacation home,Entire home/apt,4,,2,,,31,1125,0,0,0,0,2,0,0,8/19/2021,8/8/2022,4.5,4.5,5,5,5,5,5,,f,0.04
367726,https://www.airbnb.com/rooms/367726,Casa Don Michele,1856423,https://www.airbnb.com/users/show/1856423,Graziella Carmen,3/4/2012,"Letojanni, Italy",within an hour,100%,97%,t,8,8,t,Letojanni,37.886162,15.31454,Entire vacation home,Entire home/apt,4,2,1,2,107,1,1125,13,43,73,313,71,16,2,2/19/2016,9/28/2025,4.87,4.92,4.99,4.94,4.96,4.92,4.87,IT083038B4TX87GJNH,t,0.61
368818,https://www.airbnb.com/rooms/368818,TaoApartments - Casa Antonella | City Center House,18586136,https://www.airbnb.com/users/show/18586136,Lorenzo,7/21/2014,"Taormina, Italy",within an hour,90%,100%,t,12,14,t,Taormina,37.85208,15.28962,Entire rental unit,Entire home/apt,3,1,1,1,148,2,60,9,21,51,230,132,9,3,6/24/2012,9/19/2025,4.93,4.92,4.92,5,5,4.95,4.84,IT083097B4UFV7J65S,t,0.82
369067,https://www.airbnb.com/rooms/369067,Il Ficodindia Holiday house 1,1861762,https://www.airbnb.com/users/show/1861762,Letterio,3/5/2012,"Catania, Italy",within an hour,100%,100%,,7,9,t,Pachino,36.73583,15.11725,Entire rental unit,Entire home/apt,3,1,1,2,104,2,29,29,59,89,332,29,5,1,6/17/2016,9/3/2025,4.79,4.71,4.86,4.93,4.96,4.92,4.65,IT089014B45VEPAYB6,t,0.26
371827,https://www.airbnb.com/rooms/371827,Casa Vacanza in zona panoramica e tranquilla!,1872519,https://www.airbnb.com/users/show/1872519,Emilio,3/6/2012,,N/A,N/A,N/A,f,1,1,t,Lipari,38.46974,14.93409,Entire villa,Entire home/apt,4,2,3,4,143,31,90,30,32,32,304,0,0,0,,,,,,,,,,,f,
386226,https://www.airbnb.com/rooms/386226,"Sea, Relax, Nature, Fun, Nigthlife",1933224,https://www.airbnb.com/users/show/1933224,Massimo,3/16/2012,"Alcamo Marina, Italy",a few days or more,33%,0%,f,1,1,f,Alcamo,38.02087,12.95558,Entire cottage,Entire home/apt,5,1,3,6,21,31,60,1,23,53,328,28,0,0,4/4/2012,9/12/2018,4.7,4.89,4.79,4.79,4.82,4.21,4.75,,f,0.17
386378,https://www.airbnb.com/rooms/386378,Palazzo Galati Palermo | Apartment in Downtown,1933807,https://www.airbnb.com/users/show/1933807,Mario,3/16/2012,"Palermo, Italy",within an hour,100%,83%,t,2,2,t,Palermo,38.12132,13.3579,Entire rental unit,Entire home/apt,3,1,1,3,60,31,120,6,36,66,82,223,0,0,6/25/2012,7/27/2024,4.8,4.9,4.79,4.97,4.97,4.97,4.78,,f,1.38
387683,https://www.airbnb.com/rooms/387683,Sun and sea until November,1380523,https://www.airbnb.com/users/show/1380523,Davide,11/7/2011,"Palermo, Italy",N/A,N/A,0%,f,1,1,f,Trabia,38.00482,13.63446,Entire home,Entire home/apt,5,1,2,4,81,3,1125,27,32,32,183,34,0,0,8/13/2012,9/17/2024,4.68,4.79,4.64,4.94,4.91,4.36,4.67,IT082073C295OJYZGY,f,0.21
67225,https://www.airbnb.com/rooms/67225,"Sicily house by the sea, private park  2 bedrooms",330536,https://www.airbnb.com/users/show/330536,Adriana,12/30/2010,"Acireale, Italy",within an hour,100%,100%,f,5,5,t,Acireale,37.65174,15.19297,Entire rental unit,Entire home/apt,7,2,2,7,97,4,1125,19,46,61,320,13,0,0,9/12/2011,7/30/2023,4.69,4.75,4.92,4.77,4.85,4.23,4.54,IT087004C29ASI2JCM,t,0.08
137107,https://www.airbnb.com/rooms/137107,ODISSEA 60mq,669232,https://www.airbnb.com/users/show/669232,Giuseppe,6/6/2011,"Catania, Italy",within an hour,100%,99%,f,5,5,t,Catania,37.50012,15.08619,Entire rental unit,Entire home/apt,7,1,2,5,106,1,365,4,30,60,329,103,13,1,8/18/2012,9/4/2025,4.9,4.96,4.94,4.93,4.94,4.92,4.85,IT087015C2CIK6KZNS,t,0.64
137342,https://www.airbnb.com/rooms/137342,Villa with pool in Sicily 6 Pax,671577,https://www.airbnb.com/users/show/671577,Elio,6/6/2011,"Ragusa, Italy",within an hour,100%,86%,f,1,2,t,Ragusa,36.9274,14.6268,Entire cottage,Entire home/apt,8,2.5,3,4,136,4,1125,0,27,57,308,30,5,1,9/16/2012,9/2/2025,4.93,4.97,4.97,5,5,4.73,4.93,IT088009C2OB6XNXPE,f,0.19
137964,https://www.airbnb.com/rooms/137964,Casa al Castello,674123,https://www.airbnb.com/users/show/674123,Paolo,6/7/2011,"Modica, Italy",within a few hours,100%,100%,f,1,1,t,Modica,36.83471,14.84288,Entire villa,Entire home/apt,16,7,7,12,584,4,15,4,6,6,135,5,2,0,8/12/2017,8/16/2025,4.8,5,5,4.8,5,4.6,5,IT088006B4TP885ZX6,f,0.05
140468,https://www.airbnb.com/rooms/140468,Villa Scopello view relax and privacy,684104,https://www.airbnb.com/users/show/684104,Maria,6/9/2011,Italy,within an hour,100%,100%,t,2,3,t,Castellammare del Golfo,38.05115,12.81857,Entire villa,Entire home/apt,6,2,3,4,166,3,120,13,35,35,214,176,12,2,7/15/2012,9/24/2025,4.94,4.94,4.95,4.97,4.97,4.86,4.85,IT081005C2F35N2ULX,f,1.09
148726,https://www.airbnb.com/rooms/148726,Important historical Palace,717981,https://www.airbnb.com/users/show/717981,Carmela,6/19/2011,,N/A,N/A,N/A,f,1,1,f,Ispica,36.78354,14.9104,Entire rental unit,Entire home/apt,2,,1,1,112,3,100,30,60,90,365,0,0,0,,,,,,,,,,IT088005B4LW5A4PJQ,f,
152203,https://www.airbnb.com/rooms/152203,Sea View Loft with BBQ - Catania & Etna,732329,https://www.airbnb.com/users/show/732329,Dan,6/22/2011,"Rimini, Italy",within an hour,90%,98%,t,3,4,t,Valverde,37.57624,15.13255,Entire home,Entire home/apt,3,1,1,2,64,2,30,22,52,82,174,439,21,4,9/18/2011,9/26/2025,4.64,4.69,4.74,4.86,4.74,4.59,4.69,IT087052C2FHD8LSG9,f,2.57
152261,https://www.airbnb.com/rooms/152261,Spacious Apt between Etna & Taormina,732329,https://www.airbnb.com/users/show/732329,Dan,6/22/2011,"Rimini, Italy",within an hour,90%,98%,t,3,4,t,Aci Catena,37.58727,15.1399,Entire rental unit,Entire home/apt,4,2,2,2,98,3,17,29,59,89,364,53,1,0,8/20/2011,8/6/2025,4.67,4.62,4.89,4.75,4.72,4.15,4.69,IT087003C2IU2KNHPS,f,0.31
157161,https://www.airbnb.com/rooms/157161,101. The studio suite with balcony,754935,https://www.airbnb.com/users/show/754935,Gabriele,6/28/2011,"Milazzo, Italy",N/A,N/A,30%,t,4,4,t,Milazzo,38.2252,15.24056,Private room in bed and breakfast,Private room,4,0,1,2,62,3,90,0,0,0,155,21,0,0,5/14/2012,8/22/2021,4.35,4.76,4.83,4.5,4.5,4.5,4.11,IT083049C1YQEH8NWR,f,0.13
157574,https://www.airbnb.com/rooms/157574,beautifull villa near Scopello,756931,https://www.airbnb.com/users/show/756931,Manuela,6/29/2011,"Palermo, Italy",within a day,100%,67%,f,1,1,f,Castellammare del Golfo,38.02059,12.82053,Entire villa,Entire home/apt,6,2,3,3,209,31,365,0,0,0,192,12,2,0,8/2/2011,5/8/2025,5,4.92,5,5,5,4.92,5,"I applied for a CIN, but haven’t received it yet",f,0.07
69458,https://www.airbnb.com/rooms/69458,Etna House of Stone in Linguaglossa,348157,https://www.airbnb.com/users/show/348157,Maria,1/15/2011,"Linguaglossa, Italy",within an hour,100%,100%,t,6,6,t,Linguaglossa,37.84322,15.13769,Entire cottage,Entire home/apt,5,2,3,3,220,2,365,5,23,53,308,143,4,0,6/6/2012,6/14/2025,4.64,4.63,4.74,4.59,4.61,4.69,4.61,IT087021C2ZRZN7FME,t,0.88
392685,https://www.airbnb.com/rooms/392685,SEA VIEW - Historic Poet House,16888,https://www.airbnb.com/users/show/16888,Yumi Adriano,5/13/2009,"Sicily, Italy",within an hour,100%,100%,t,11,12,t,Marsala,37.83987,12.46998,Entire home,Entire home/apt,4,1,1,3,95,3,365,0,0,0,0,44,0,0,6/12/2013,7/7/2021,4.81,4.84,4.77,4.81,4.93,4.67,4.64,IT081011A1HJT5H6NW,t,0.29
392784,https://www.airbnb.com/rooms/392784,SEASIDE - Antique Emporio of Grapes,16888,https://www.airbnb.com/users/show/16888,Yumi Adriano,5/13/2009,"Sicily, Italy",within an hour,100%,100%,t,11,12,t,Marsala,37.8414,12.47003,Entire home,Entire home/apt,2,1,1,1,147,3,365,0,0,0,0,24,0,0,9/14/2012,6/3/2022,4.79,4.78,4.43,4.74,4.92,4.63,4.75,IT081011A1HJT5H6NW,t,0.15
402984,https://www.airbnb.com/rooms/402984,b&b L'Olivella Palermo - rooms b&b,2010413,https://www.airbnb.com/users/show/2010413,Elena,3/26/2012,"Palermo, Italy",within an hour,100%,42%,f,2,2,t,Palermo,38.1191,13.36065,Private room in bed and breakfast,Private room,2,4,1,1,105,2,1125,17,45,75,350,206,3,0,8/3/2012,6/8/2025,4.9,4.94,4.96,4.93,4.92,4.91,4.9,IT082053C19YPGE7VN,f,1.29
405185,https://www.airbnb.com/rooms/405185,Charming Villa Panarea,1688616,https://www.airbnb.com/users/show/1688616,Nicoletta,2/2/2012,"Bologna, Italy",within a few hours,90%,55%,f,3,7,f,Lipari,38.63987,15.07453,Entire villa,Entire home/apt,10,4,5,6,1168,3,60,23,53,83,358,0,0,0,,,,,,,,,,IT083041C2SYNMG8HS,f,
407365,https://www.airbnb.com/rooms/407365,melograno: ampio e bell' appartamento vista mare,493217,https://www.airbnb.com/users/show/493217,Paola,4/8/2011,"Sicily, Italy",N/A,N/A,100%,f,4,7,t,Gioiosa Marea,38.17745,14.91785,Entire rental unit,Entire home/apt,6,2,2,6,136,31,365,28,58,88,363,0,0,0,,,,,,,,,,,f,
409576,https://www.airbnb.com/rooms/409576,MARSALA -Sole e mare a volonta',1325009,https://www.airbnb.com/users/show/1325009,Daniela,10/23/2011,"Marsala, Italy",N/A,N/A,N/A,f,4,8,f,Marsala,37.742056,12.472629,Entire townhouse,Entire home/apt,16,4.5,3,19,135,31,365,30,60,90,365,0,0,0,,,,,,,,,,,f,
409577,https://www.airbnb.com/rooms/409577,fino a diciotto posti letto a pochi metri dai lidi,1325009,https://www.airbnb.com/users/show/1325009,Daniela,10/23/2011,"Marsala, Italy",N/A,N/A,N/A,f,4,8,f,Marsala,37.74264,12.47181,Entire home,Entire home/apt,16,3,3,14,140,31,365,23,53,83,173,0,0,0,,,,,,,,,,,f,
409873,https://www.airbnb.com/rooms/409873,Aeolian Lipari Lodge Maracuja wifi,398181,https://www.airbnb.com/users/show/398181,Alfredo,2/18/2011,"Sicily, Italy",within an hour,100%,99%,t,14,16,t,Lipari,38.46482,14.9398,Entire home,Entire home/apt,4,2,2,2,107,31,60,30,32,32,304,54,2,0,5/6/2012,10/20/2024,4.62,4.66,4.3,4.85,4.79,4.45,4.45,,t,0.33
412511,https://www.airbnb.com/rooms/412511,holidays house ETNA SALTO DEL CORVO,2053184,https://www.airbnb.com/users/show/2053184,Aldo,4/2/2012,"Mascali, Italy",within an hour,100%,100%,f,1,1,t,Mascali,37.75451,15.15291,Entire villa,Entire home/apt,6,1,2,5,99,6,1125,27,30,30,32,7,1,0,8/11/2014,8/4/2025,4.86,5,4.71,5,5,4.86,4.86,IT087023C2YW4XADDM,t,0.05
413394,https://www.airbnb.com/rooms/413394,Tre Vie apARTment con terrazza,2056747,https://www.airbnb.com/users/show/2056747,Giovanni,4/2/2012,"Catania, Italy",within an hour,100%,100%,t,5,6,f,Catania,37.50081,15.07983,Entire vacation home,Entire home/apt,5,,1,,,2,30,12,41,71,251,235,23,1,5/22/2012,9/14/2025,4.75,4.68,4.78,4.83,4.86,4.69,4.7,IT087015C2TROZU2UX,t,1.44
75182,https://www.airbnb.com/rooms/75182,Atollo Lipari peace and quiet and stunning views!,398181,https://www.airbnb.com/users/show/398181,Alfredo,2/18/2011,"Sicily, Italy",within an hour,100%,99%,t,14,16,t,Lipari,38.48246,14.97092,Entire home,Entire home/apt,2,1,1,1,78,3,60,12,14,14,191,172,23,5,4/9/2011,9/27/2025,4.94,4.93,4.87,4.96,4.95,4.91,4.84,IT083041C2ZM945F6Z,t,0.98
160638,https://www.airbnb.com/rooms/160638,#2 - Camera Quadrupla *Stile Liberty* con balcone,506167,https://www.airbnb.com/users/show/506167,Esagono,4/13/2011,"Avola, Italy",N/A,N/A,N/A,f,5,6,t,Avola,36.90885,15.13323,Room in boutique hotel,Hotel room,4,,1,,,31,365,0,0,0,0,4,0,0,9/9/2012,8/13/2017,4.75,4.67,5,4.67,4.67,4.67,4.67,,t,0.03
163137,https://www.airbnb.com/rooms/163137,"Casa Kimiyà, charming refuge overlooking Modica",779142,https://www.airbnb.com/users/show/779142,Luca,7/5/2011,"Rome, Italy",within an hour,100%,100%,t,3,3,t,Modica,36.86585617,14.75997162,Entire rental unit,Entire home/apt,4,2,2,3,159,3,30,6,18,38,287,101,5,1,9/2/2014,9/6/2025,4.91,4.89,4.94,4.91,4.99,4.9,4.83,IT088006B4FWNI7M5H,f,0.75
166815,https://www.airbnb.com/rooms/166815,with terrace and lovely sea views,796954,https://www.airbnb.com/users/show/796954,Marco,7/9/2011,"Acireale, Italy",N/A,N/A,N/A,f,1,1,t,Acireale,37.6502,15.19427,Entire rental unit,Entire home/apt,8,2,3,7,181,2,30,20,46,76,329,221,33,3,1/4/2012,9/19/2025,4.84,4.81,4.68,4.97,4.96,4.79,4.81,IT087004C2H37GUTCY,t,1.32
171736,https://www.airbnb.com/rooms/171736,Casa Gialla,262769,https://www.airbnb.com/users/show/262769,Isabella,10/15/2010,"Palermo, Italy",within a few hours,67%,96%,f,1,1,t,Isola delle Femmine,38.19993,13.24405,Entire rental unit,Entire home/apt,4,2,2,5,103,6,30,27,57,87,361,24,0,0,8/28/2016,8/28/2023,4.71,4.71,4.67,4.96,4.96,4.75,4.63,it082043c2ezsi8um3,t,0.22
175954,https://www.airbnb.com/rooms/175954,Studio in Trapani countryside,496525402,https://www.airbnb.com/users/show/496525402,Giorgio,1/17/2023,,N/A,N/A,N/A,f,2,2,t,Valderice,38.00654,12.62834,Entire condo,Entire home/apt,3,1,1,1,85,3,365,12,15,15,15,10,0,0,11/20/2011,12/3/2022,4.9,4.7,4.9,4.9,4.8,4.6,5,IT081022C269KN4MLQ,f,0.06
177407,https://www.airbnb.com/rooms/177407,"Etna Holiday Home, Olivo Apartment",848707,https://www.airbnb.com/users/show/848707,Rosario,7/21/2011,"Nicolosi, Italy",within an hour,100%,100%,f,3,3,t,Nicolosi,37.61484,15.01867,Entire home,Entire home/apt,6,2,2,3,63,2,30,9,35,57,324,56,0,0,5/7/2013,8/19/2022,4.66,4.82,4.75,4.93,4.84,4.84,4.76,IT087031B44TFIHXQA,f,0.37
179683,https://www.airbnb.com/rooms/179683,I Mori di Sicilia Relais Charme : villa with pool,860372,https://www.airbnb.com/users/show/860372,Giuseppe,7/24/2011,"Altavilla Milicia, Italy",within a few hours,100%,100%,f,1,1,t,Altavilla Milicia,38.01179715,13.58903232,Entire villa,Entire home/apt,6,2,3,7,120,3,28,29,59,89,364,22,3,0,7/23/2012,8/10/2025,4.59,4.45,4.82,4.91,4.86,4.55,4.36,IT082004C2GMIHUSH4,f,0.14
186711,https://www.airbnb.com/rooms/186711,storica dimora del genio di palermo,897479,https://www.airbnb.com/users/show/897479,Paola,7/31/2011,"Palermo, Italy",N/A,N/A,100%,f,3,5,f,Palermo,38.11288,13.36687,Private room,Private room,2,1,1,2,120,2,31,29,59,89,364,4,0,0,9/29/2014,8/28/2017,4.5,4.75,4.75,5,4.67,4.67,4.33,IT082053C1XDEJW6X3,f,0.03
187633,https://www.airbnb.com/rooms/187633,Casa vacanze Palazzo Astuto,902863,https://www.airbnb.com/users/show/902863,Corradina,8/1/2011,"Noto, Italy",within an hour,100%,100%,f,1,1,t,Noto,36.89253,15.07028,Entire rental unit,Entire home/apt,4,1,2,4,82,3,30,11,26,28,195,149,6,2,10/28/2013,9/25/2025,4.81,4.9,4.87,4.91,4.95,4.96,4.83,IT089013C2JXFK39KF,t,1.03
77068,https://www.airbnb.com/rooms/77068,Sipario Su Modica - Amazing views - Sleeps 6,412193,https://www.airbnb.com/users/show/412193,Katia,2/27/2011,Italy,within an hour,100%,100%,f,1,1,t,Modica,36.86421,14.7595,Entire home,Entire home/apt,6,3,3,6,237,2,42,22,52,77,349,135,14,0,5/16/2015,8/29/2025,4.88,4.93,4.85,4.9,4.93,4.94,4.83,IT088006B45FY9SRKA,f,1.07
83015,https://www.airbnb.com/rooms/83015,Tramontana tailor made for families,452105,https://www.airbnb.com/users/show/452105,Anna,3/20/2011,"Rome, Italy",within a day,75%,100%,f,3,4,t,Sciacca,37.52811,13.12592,Entire rental unit,Entire home/apt,6,2,3,4,97,3,28,22,47,47,303,12,1,0,8/7/2013,4/21/2025,4.83,4.83,4.92,4.92,5,4.75,4.75,IT084041C2HWCNMPBP,t,0.08
83022,https://www.airbnb.com/rooms/83022,Apartment Scirocco very comfortable,452105,https://www.airbnb.com/users/show/452105,Anna,3/20/2011,"Rome, Italy",within a day,75%,100%,f,3,4,t,Sciacca,37.52811,13.12592,Entire rental unit,Entire home/apt,4,1,2,3,85,3,28,11,32,32,288,3,1,0,8/18/2013,6/16/2025,4.67,5,5,5,5,4.67,5,IT084041C2HWCNMPBP,t,0.02
414037,https://www.airbnb.com/rooms/414037,ciliegio: ampio apt. ben arredato con vista Eolie,493217,https://www.airbnb.com/users/show/493217,Paola,4/8/2011,"Sicily, Italy",N/A,N/A,100%,f,4,7,t,Gioiosa Marea,38.17655,14.91778,Entire rental unit,Entire home/apt,4,2,2,3,143,31,365,28,58,88,363,1,0,0,8/18/2021,8/18/2021,5,5,5,5,5,3,5,,f,0.02
414878,https://www.airbnb.com/rooms/414878,La Terrazza di Nina,2063104,https://www.airbnb.com/users/show/2063104,Silvia,4/3/2012,"Palermo, Italy",within an hour,100%,100%,,2,6,t,Palermo,38.1208,13.36035,Entire rental unit,Entire home/apt,2,1,1,1,82,3,1125,9,39,69,344,290,16,2,6/13/2012,9/15/2025,4.53,4.66,4.25,4.69,4.72,4.79,4.59,IT082053C2HFT5MALV,t,1.79
415976,https://www.airbnb.com/rooms/415976,Loft92: 2 Levels of Pure Design,2068682,https://www.airbnb.com/users/show/2068682,Barbara,4/4/2012,"Milan, Italy",within an hour,100%,100%,t,1,1,t,Palermo,38.11126,13.36621,Entire loft,Entire home/apt,4,2,1,2,86,3,90,20,50,80,355,419,10,2,6/10/2012,9/24/2025,4.6,4.77,4.62,4.73,4.81,4.69,4.65,IT082053C27KBL66IY,f,2.59
418515,https://www.airbnb.com/rooms/418515,Terre di Himera charming agriturismo near Cefalu,2081446,https://www.airbnb.com/users/show/2081446,Maria,4/6/2012,,N/A,N/A,N/A,f,5,6,t,Termini Imerese,37.95587158,13.81911945,Farm stay,Entire home/apt,2,1,1,1,230,1,1125,11,34,64,272,0,0,0,,,,,,,,,,IT082070B9ZJ46F4NT,t,
427743,https://www.airbnb.com/rooms/427743,Le Grand Bleu Siracusa,2125906,https://www.airbnb.com/users/show/2125906,Salvo,4/12/2012,,N/A,N/A,0%,f,1,8,t,Siracusa,37.06533,15.2881,Private room in bed and breakfast,Private room,7,1,3,6,50,31,1125,30,60,90,365,6,0,0,7/28/2012,10/22/2023,4.83,4.8,5,4.8,4.8,5,4.8,,f,0.04
430374,https://www.airbnb.com/rooms/430374,SEASIDE - Acquasanta House,16888,https://www.airbnb.com/users/show/16888,Yumi Adriano,5/13/2009,"Sicily, Italy",within an hour,100%,100%,t,11,12,t,Marsala,37.83986,12.47016,Entire home,Entire home/apt,2,1,1,1,86,3,365,0,0,0,0,38,0,0,5/22/2012,8/27/2023,4.79,4.79,4.87,4.63,4.89,4.71,4.84,IT081011A1HJT5H6NW,t,0.23
432958,https://www.airbnb.com/rooms/432958,Modern Luxury Penthouse Sicily (ScsUrg),1818971,https://www.airbnb.com/users/show/1818971,Max,2/27/2012,"Catania, Italy",within an hour,100%,99%,t,3,3,t,Catania,37.50011,15.08524,Entire condo,Entire home/apt,4,3,2,3,267,1,28,7,12,35,256,276,34,3,6/14/2012,9/17/2025,4.89,4.92,4.88,4.95,4.93,4.91,4.8,IT087015C2LVMJIIA4,f,1.7
434283,https://www.airbnb.com/rooms/434283,Loft family beach canneto beach,398181,https://www.airbnb.com/users/show/398181,Alfredo,2/18/2011,"Sicily, Italy",within an hour,100%,99%,t,14,16,t,Lipari,38.48996,14.96177,Entire rental unit,Entire home/apt,6,1,2,4,77,3,60,29,31,31,208,40,5,0,7/25/2013,8/24/2025,4.38,4.45,4.38,4.8,4.8,4.54,4.33,IT083041C2RG7C9RZF,t,0.27
435366,https://www.airbnb.com/rooms/435366,"Citrus, between Etna and the Sea",2161531,https://www.airbnb.com/users/show/2161531,Esmeralda,4/17/2012,"Acireale, Italy",within a few hours,100%,100%,t,1,3,t,Acireale,37.6668,15.1964,Entire villa,Entire home/apt,16,6.5,6,9,1318,2,1125,16,46,76,338,88,22,1,7/23/2012,9/24/2025,4.87,4.91,4.82,4.82,4.81,4.75,4.8,IT087004B9LACNHINA,t,0.55
189381,https://www.airbnb.com/rooms/189381,BLUE HOLIDAY VACATION,566782,https://www.airbnb.com/users/show/566782,Antonio,5/8/2011,,N/A,N/A,N/A,f,1,2,f,Letojanni,37.88869,15.31631,Private room in rental unit,Private room,1,,1,,,31,730,0,0,0,0,0,0,0,,,,,,,,,,,f,
197746,https://www.airbnb.com/rooms/197746,appartamento a pochi passi dal mare,964458,https://www.airbnb.com/users/show/964458,Antonella,8/13/2011,"Custonaci, Italy",N/A,N/A,N/A,f,3,4,f,San Vito Lo Capo,38.17126,12.73508,Entire condo,Entire home/apt,5,,3,,,31,90,30,60,90,365,16,0,0,10/2/2012,9/22/2017,4.44,4.63,4.19,4.94,4.81,4.38,4.19,,f,0.1
197823,https://www.airbnb.com/rooms/197823,Casa Vacanze Il Giullare 1,964825,https://www.airbnb.com/users/show/964825,Giampiero,8/13/2011,"Partinico, Italy",N/A,N/A,N/A,f,3,4,t,Terrasini,38.15163,13.07901,Entire rental unit,Entire home/apt,4,1,2,2,76,31,730,27,57,87,362,27,0,0,7/28/2018,8/7/2024,4.67,4.67,4.67,4.78,4.74,4.81,4.67,,f,0.31
198350,https://www.airbnb.com/rooms/198350,la casa di grazia,967969,https://www.airbnb.com/users/show/967969,Grazia,8/14/2011,"Sicily, Italy",within an hour,100%,100%,f,1,2,t,Nicolosi,37.61034,15.01977,Entire rental unit,Entire home/apt,6,1,2,4,48,4,1125,15,45,75,340,27,12,1,8/10/2021,9/25/2025,4.63,4.56,4.37,4.7,4.74,4.52,4.52,IT087031C23EC2WMK7,f,0.54
198915,https://www.airbnb.com/rooms/198915,New Maison de Charme - Taormina / Etna,732329,https://www.airbnb.com/users/show/732329,Dan,6/22/2011,"Rimini, Italy",within an hour,90%,98%,t,3,4,t,Aci Catena,37.58581,15.13997,Entire rental unit,Entire home/apt,2,1,1,1,52,3,20,29,59,89,364,61,4,0,9/13/2011,8/18/2025,4.86,4.84,4.98,4.9,4.77,4.46,4.74,IT087003C2IU2KNHPS,f,0.36
199579,https://www.airbnb.com/rooms/199579,Lorenza,974993,https://www.airbnb.com/users/show/974993,Ignazio,8/15/2011,"Sicily, Italy",within an hour,100%,100%,f,5,5,t,Trapani,38.02088,12.53721,Private room in bed and breakfast,Private room,4,1,1,3,45,2,28,30,32,60,181,37,5,1,8/9/2014,9/14/2025,4.49,4.49,4.73,4.78,4.78,4.14,4.46,IT081021C1X4W89B8R,t,0.27
